user_id,date,age,age_group,social_media_hours,work_or_study_hours,entertainment_hours,total_screen_time,primary_device,internet_type
666,2024-08-20,57,46-60,2.2,1.2,3.2,6.6,Mobile,WiFi
667,2024-04-07,55,46-60,3.6,6.7,1.1,11.4,Mobile,WiFi
668,2024-11-03,49,46-60,2.8,4.3,3.4,10.5,Mobile,WiFi
669,2024-03-04,17,13-18,3.0,2.3,0.9,6.2,Tablet,WiFi
670,2024-10-10,18,13-18,2.3,2.8,1.2,6.3,Laptop,Mobile Data
671,2024-11-22,59,46-60,3.1,5.2,2.5,10.8,Mobile,Mobile Data
672,2024-05-30,15,13-18,2.0,5.6,2.9,10.5,Tablet,WiFi
673,2024-07-19,40,36-45,2.6,2.3,2.5,7.4,Laptop,WiFi
674,2024-05-16,61,60+,3.9,5.3,2.7,11.9,Mobile,Mobile Data
675,2024-04-15,32,26-35,2.3,2.5,0.5,5.3,Laptop,WiFi
676,2024-12-30,51,46-60,0.3,5.1,1.6,7.0,Mobile,Mobile Data
677,2024-02-29,44,36-45,2.9,3.4,2.1,8.4,Laptop,WiFi
678,2024-02-20,41,36-45,4.0,1.8,2.6,8.4,Mobile,Mobile Data
679,2024-04-18,27,26-35,0.8,1.2,2.1,4.1,Tablet,WiFi
680,2024-08-27,33,26-35,3.2,4.4,3.0,10.6,Tablet,WiFi
681,2024-03-14,20,19-25,4.0,1.1,2.8,7.9,Laptop,Mobile Data
682,2024-03-27,31,26-35,1.1,3.4,0.8,5.3,Tablet,Mobile Data
683,2024-07-05,22,19-25,1.0,4.1,3.1,8.2,Tablet,Mobile Data
684,2024-05-19,54,46-60,3.3,5.9,2.5,11.7,Mobile,WiFi
685,2024-01-20,70,60+,0.9,4.2,3.0,8.1,Tablet,WiFi
686,2024-01-20,17,13-18,3.3,5.6,0.7,9.6,Laptop,Mobile Data
687,2024-01-07,24,19-25,3.8,3.1,0.8,7.7,Tablet,WiFi
688,2024-08-07,75,60+,1.8,3.4,1.8,7.0,Laptop,Mobile Data
689,2024-12-11,59,46-60,1.3,4.3,1.1,6.7,Laptop,WiFi
690,2024-04-01,39,36-45,3.1,4.0,1.2,8.3,Mobile,WiFi
691,2024-05-03,70,60+,0.8,1.4,2.4,4.6,Laptop,WiFi
692,2024-09-25,42,36-45,2.6,2.0,1.4,6.0,Mobile,Mobile Data
693,2024-11-16,58,46-60,0.5,2.4,3.0,5.9,Mobile,WiFi
694,2024-07-30,13,13-18,2.6,5.9,2.0,10.5,Mobile,WiFi
695,2024-07-08,14,13-18,3.0,1.8,2.7,7.5,Mobile,Mobile Data
696,2024-12-28,26,26-35,3.9,6.5,0.6,11.0,Tablet,Mobile Data
697,2024-09-13,68,60+,2.4,3.9,1.0,7.3,Tablet,WiFi
698,2024-04-10,24,19-25,0.5,4.8,3.5,8.8,Tablet,WiFi
699,2024-11-28,41,36-45,0.3,6.8,3.2,10.3,Laptop,WiFi
700,2024-11-25,26,26-35,0.9,3.3,1.2,5.4,Laptop,Mobile Data
701,2024-09-02,14,13-18,2.1,1.6,3.2,6.9,Tablet,Mobile Data
702,2024-06-11,13,13-18,1.4,3.4,2.7,7.5,Laptop,Mobile Data
703,2024-08-03,53,46-60,0.8,3.3,2.1,6.2,Laptop,WiFi
704,2024-12-15,29,26-35,1.2,4.0,1.4,6.6,Mobile,WiFi
705,2024-02-09,53,46-60,0.4,1.7,1.5,3.6,Tablet,Mobile Data
706,2024-01-08,21,19-25,1.1,2.0,2.8,5.9,Tablet,WiFi
707,2024-04-03,33,26-35,3.3,2.8,1.2,7.3,Laptop,WiFi
708,2024-08-05,20,19-25,3.3,2.0,1.2,6.5,Laptop,Mobile Data
709,2024-12-16,22,19-25,1.0,3.3,0.7,5.0,Laptop,Mobile Data
710,2024-08-21,20,19-25,3.3,2.8,1.4,7.5,Tablet,Mobile Data
711,2024-01-27,22,19-25,3.4,5.9,2.7,12.0,Laptop,WiFi
712,2024-05-30,15,13-18,3.7,5.6,3.2,12.5,Laptop,WiFi
713,2024-08-14,35,26-35,3.0,2.5,1.1,6.6,Mobile,Mobile Data
714,2024-10-04,75,60+,1.1,4.4,1.9,7.4,Tablet,WiFi
715,2024-11-08,50,46-60,3.7,7.0,1.3,12.0,Tablet,WiFi
716,2024-10-06,63,60+,1.8,5.4,2.4,9.6,Mobile,WiFi
717,2024-12-28,45,36-45,2.0,3.6,3.4,9.0,Mobile,WiFi
718,2024-07-30,40,36-45,3.9,4.1,2.1,10.1,Laptop,Mobile Data
719,2024-06-28,51,46-60,1.4,1.6,2.7,5.7,Tablet,WiFi
720,2024-01-23,17,13-18,3.2,2.1,2.9,8.2,Mobile,Mobile Data
721,2024-08-18,42,36-45,2.2,5.1,1.3,8.6,Mobile,Mobile Data
722,2024-04-14,43,36-45,0.9,3.4,3.2,7.5,Laptop,WiFi
723,2024-11-19,38,36-45,2.7,5.1,0.8,8.6,Laptop,Mobile Data
724,2024-06-12,25,19-25,3.6,2.3,2.7,8.6,Tablet,WiFi
725,2024-01-29,27,26-35,3.8,2.7,1.0,7.5,Mobile,Mobile Data
726,2024-08-04,31,26-35,0.3,2.7,0.9,3.9,Mobile,Mobile Data
727,2024-01-22,36,36-45,3.6,4.0,1.7,9.3,Laptop,WiFi
728,2024-08-09,27,26-35,2.3,4.2,1.5,8.0,Laptop,WiFi
729,2024-08-10,27,26-35,0.8,5.4,3.4,9.6,Tablet,Mobile Data
730,2024-12-18,46,46-60,2.4,6.2,2.1,10.7,Tablet,WiFi
731,2024-09-07,22,19-25,1.0,6.8,0.9,8.7,Laptop,Mobile Data
732,2024-01-24,28,26-35,3.0,2.3,1.3,6.6,Tablet,Mobile Data
733,2024-08-06,41,36-45,1.3,3.8,0.9,6.0,Laptop,Mobile Data
734,2024-03-01,61,60+,1.9,5.2,0.6,7.7,Tablet,WiFi
735,2024-12-14,73,60+,1.2,6.7,3.0,10.9,Tablet,WiFi
736,2024-06-28,69,60+,0.5,6.3,2.8,9.6,Tablet,Mobile Data
737,2024-06-19,33,26-35,1.8,3.8,2.8,8.4,Tablet,WiFi
738,2024-03-19,26,26-35,3.9,6.7,1.4,12.0,Tablet,WiFi
739,2024-07-13,38,36-45,0.5,1.1,3.2,4.8,Laptop,WiFi
740,2024-09-16,28,26-35,2.2,1.0,2.2,5.4,Laptop,Mobile Data
741,2024-02-24,54,46-60,1.7,3.2,2.4,7.3,Tablet,Mobile Data
742,2024-11-11,37,36-45,2.7,2.6,0.5,5.8,Tablet,WiFi
743,2024-04-21,45,36-45,3.9,6.8,2.9,13.6,Tablet,WiFi
744,2024-09-09,14,13-18,0.8,6.9,1.1,8.8,Tablet,WiFi
745,2024-08-04,19,19-25,2.5,4.7,3.1,10.3,Mobile,WiFi
746,2024-10-05,71,60+,3.7,2.4,0.6,6.7,Mobile,WiFi
747,2024-12-20,35,26-35,0.7,5.6,0.8,7.1,Laptop,Mobile Data
748,2024-01-27,17,13-18,0.5,3.3,1.2,5.0,Tablet,WiFi
749,2024-02-04,53,46-60,2.7,6.6,1.7,11.0,Laptop,WiFi
750,2024-05-16,15,13-18,3.3,4.7,3.3,11.3,Tablet,WiFi
751,2024-07-25,56,46-60,1.1,3.6,1.3,6.0,Mobile,WiFi
752,2024-05-17,51,46-60,0.8,1.1,3.2,5.1,Tablet,WiFi
753,2024-12-30,20,19-25,0.7,5.3,2.8,8.8,Tablet,Mobile Data
754,2024-09-01,37,36-45,4.0,6.9,2.1,13.0,Mobile,Mobile Data
755,2024-06-16,62,60+,2.4,5.4,2.4,10.2,Mobile,WiFi
756,2024-05-15,26,26-35,0.9,4.1,2.5,7.5,Mobile,Mobile Data
757,2024-06-03,22,19-25,0.3,4.5,2.8,7.6,Laptop,Mobile Data
758,2024-12-14,24,19-25,0.9,3.9,1.9,6.7,Tablet,WiFi
759,2024-12-09,35,26-35,3.8,1.4,0.6,5.8,Laptop,WiFi
760,2024-12-29,59,46-60,2.1,6.4,3.3,11.8,Laptop,WiFi
761,2024-01-14,33,26-35,0.3,1.4,3.4,5.1,Mobile,Mobile Data
762,2024-10-15,40,36-45,1.8,4.7,3.0,9.5,Tablet,Mobile Data
763,2024-08-13,25,19-25,1.3,2.8,1.4,5.5,Mobile,Mobile Data
764,2024-07-27,74,60+,0.6,4.3,2.2,7.1,Mobile,WiFi
765,2024-09-07,30,26-35,2.8,7.0,2.2,12.0,Mobile,WiFi
766,2024-07-06,55,46-60,3.3,6.2,1.5,11.0,Tablet,Mobile Data
767,2024-01-16,28,26-35,0.6,4.0,2.3,6.9,Laptop,Mobile Data
768,2024-07-16,72,60+,0.4,6.9,1.3,8.6,Mobile,Mobile Data
769,2024-12-10,22,19-25,2.5,1.4,2.2,6.1,Tablet,Mobile Data
770,2024-10-03,33,26-35,3.7,1.7,0.9,6.3,Laptop,WiFi
771,2024-10-24,64,60+,3.8,2.7,2.4,8.9,Tablet,Mobile Data
772,2024-02-26,75,60+,0.6,1.9,2.4,4.9,Tablet,Mobile Data
773,2024-06-04,13,13-18,3.4,3.2,3.2,9.8,Tablet,WiFi
774,2024-09-30,57,46-60,0.5,5.6,3.5,9.6,Mobile,Mobile Data
775,2024-07-06,75,60+,1.7,1.5,2.8,6.0,Tablet,Mobile Data
776,2024-02-15,34,26-35,3.0,3.5,3.3,9.8,Mobile,WiFi
777,2024-08-19,28,26-35,1.6,6.5,1.9,10.0,Laptop,Mobile Data
778,2024-06-26,39,36-45,1.5,2.6,3.2,7.3,Laptop,WiFi
779,2024-05-12,35,26-35,2.8,3.8,2.3,8.9,Mobile,Mobile Data
780,2024-08-05,71,60+,3.4,6.2,2.3,11.9,Tablet,Mobile Data
781,2024-12-21,41,36-45,1.1,3.9,3.1,8.1,Tablet,WiFi
782,2024-12-11,24,19-25,0.4,4.2,3.3,7.9,Tablet,Mobile Data
783,2024-03-26,30,26-35,1.4,3.8,3.0,8.2,Mobile,WiFi
784,2024-09-25,38,36-45,3.3,5.4,0.8,9.5,Mobile,WiFi
785,2024-04-12,19,19-25,2.3,4.5,1.3,8.1,Laptop,WiFi
786,2024-07-04,74,60+,2.5,4.8,1.4,8.7,Tablet,WiFi
787,2024-05-04,56,46-60,1.4,5.3,1.5,8.2,Mobile,WiFi
788,2024-10-10,69,60+,1.1,2.0,2.3,5.4,Mobile,Mobile Data
789,2024-08-09,13,13-18,3.3,6.7,2.6,12.6,Tablet,Mobile Data
790,2024-09-05,56,46-60,1.8,6.9,1.3,10.0,Tablet,Mobile Data
791,2024-03-02,49,46-60,1.6,2.2,1.2,5.0,Tablet,Mobile Data
792,2024-12-29,42,36-45,0.2,5.5,1.0,6.7,Tablet,WiFi
793,2024-06-04,22,19-25,3.9,1.5,0.6,6.0,Tablet,Mobile Data
794,2024-09-24,45,36-45,0.8,3.8,1.4,6.0,Tablet,WiFi
795,2024-04-15,60,46-60,3.4,3.2,1.8,8.4,Tablet,WiFi
796,2024-10-01,16,13-18,1.8,1.0,3.4,6.2,Tablet,WiFi
797,2024-10-28,50,46-60,1.8,4.1,2.6,8.5,Tablet,Mobile Data
798,2024-03-17,21,19-25,1.1,5.8,2.0,8.9,Mobile,WiFi
799,2024-04-14,52,46-60,1.2,4.2,0.8,6.2,Laptop,Mobile Data
800,2024-10-14,15,13-18,1.1,3.7,3.1,7.9,Laptop,Mobile Data
801,2024-04-04,49,46-60,0.6,4.0,1.0,5.6,Mobile,Mobile Data
802,2024-12-15,22,19-25,2.5,2.0,2.7,7.2,Mobile,WiFi
803,2024-05-09,40,36-45,2.2,2.5,1.4,6.1,Tablet,Mobile Data
804,2024-10-26,19,19-25,2.2,4.5,2.4,9.1,Tablet,WiFi
805,2024-08-14,43,36-45,2.2,1.3,3.5,7.0,Tablet,Mobile Data
806,2024-04-11,32,26-35,0.9,1.6,1.3,3.8,Mobile,Mobile Data
807,2024-05-07,19,19-25,0.8,5.5,2.9,9.2,Tablet,Mobile Data
808,2024-08-31,13,13-18,3.6,5.5,1.9,11.0,Laptop,WiFi
809,2024-02-11,65,60+,3.4,2.4,1.2,7.0,Laptop,WiFi
810,2024-12-26,41,36-45,0.5,5.7,1.5,7.7,Tablet,WiFi
811,2024-05-28,28,26-35,0.4,1.1,0.9,2.4,Laptop,Mobile Data
812,2024-02-11,56,46-60,1.3,3.6,1.9,6.8,Mobile,WiFi
813,2024-09-15,21,19-25,2.6,3.9,3.1,9.6,Laptop,Mobile Data
814,2024-11-30,42,36-45,1.8,3.1,3.3,8.2,Mobile,WiFi
815,2024-12-27,18,13-18,3.7,2.9,0.7,7.3,Laptop,Mobile Data
816,2024-10-10,64,60+,1.2,2.0,0.6,3.8,Tablet,Mobile Data
817,2024-06-09,30,26-35,0.9,5.2,2.0,8.1,Tablet,WiFi
818,2024-09-10,28,26-35,3.0,6.4,2.0,11.4,Laptop,Mobile Data
819,2024-11-29,36,36-45,2.9,3.4,2.0,8.3,Laptop,WiFi
820,2024-08-29,59,46-60,1.0,5.8,2.9,9.7,Mobile,Mobile Data
821,2024-12-19,71,60+,2.1,5.9,1.7,9.7,Tablet,Mobile Data
822,2024-06-09,14,13-18,2.9,2.4,3.0,8.3,Laptop,Mobile Data
823,2024-12-31,58,46-60,1.6,2.3,3.5,7.4,Tablet,Mobile Data
824,2024-05-03,38,36-45,3.5,2.0,3.3,8.8,Laptop,Mobile Data
825,2024-06-15,56,46-60,0.5,1.3,0.5,2.3,Mobile,Mobile Data
826,2024-04-23,18,13-18,1.5,6.4,3.1,11.0,Mobile,Mobile Data
827,2024-11-22,22,19-25,1.5,4.2,1.0,6.7,Mobile,Mobile Data
828,2024-06-23,64,60+,1.1,6.1,2.0,9.2,Tablet,Mobile Data
829,2024-12-02,40,36-45,0.9,6.3,1.5,8.7,Laptop,Mobile Data
830,2024-09-04,13,13-18,1.1,5.3,1.5,7.9,Mobile,Mobile Data
831,2024-08-19,42,36-45,2.5,1.1,2.7,6.3,Tablet,WiFi
832,2024-12-29,35,26-35,1.8,5.6,2.9,10.3,Tablet,WiFi
833,2024-07-11,45,36-45,2.4,1.7,3.1,7.2,Mobile,Mobile Data
834,2024-07-24,46,46-60,1.2,6.0,1.6,8.8,Mobile,Mobile Data
835,2024-12-29,22,19-25,2.6,2.3,1.5,6.4,Laptop,WiFi
836,2024-02-20,13,13-18,3.7,2.4,1.5,7.6,Tablet,Mobile Data
837,2024-12-05,69,60+,2.1,6.8,2.6,11.5,Laptop,WiFi
838,2024-02-23,45,36-45,3.2,1.7,2.5,7.4,Tablet,WiFi
839,2024-09-06,37,36-45,0.9,5.2,3.1,9.2,Mobile,Mobile Data
840,2024-01-31,43,36-45,2.6,6.8,0.7,10.1,Laptop,WiFi
841,2024-04-16,33,26-35,0.7,6.0,2.1,8.8,Tablet,Mobile Data
842,2024-01-31,19,19-25,0.4,2.3,0.6,3.3,Mobile,Mobile Data
843,2024-11-26,61,60+,2.9,6.6,0.5,10.0,Tablet,Mobile Data
844,2024-09-01,64,60+,0.7,2.4,3.5,6.6,Tablet,WiFi
845,2024-08-18,56,46-60,2.8,6.7,2.3,11.8,Tablet,Mobile Data
846,2024-08-25,15,13-18,2.3,4.9,0.9,8.1,Laptop,WiFi
847,2024-06-02,56,46-60,0.3,4.6,2.2,7.1,Tablet,WiFi
848,2024-05-26,73,60+,0.9,3.4,3.0,7.3,Mobile,Mobile Data
849,2024-05-01,65,60+,3.1,2.9,3.5,9.5,Mobile,WiFi
850,2024-07-21,31,26-35,2.8,1.9,3.1,7.8,Tablet,WiFi
851,2024-02-29,19,19-25,2.8,3.8,1.6,8.2,Mobile,Mobile Data
852,2024-03-04,13,13-18,3.4,1.6,2.7,7.7,Tablet,WiFi
853,2024-07-08,36,36-45,1.5,2.1,3.3,6.9,Mobile,WiFi
854,2024-07-22,41,36-45,0.5,4.2,0.8,5.5,Laptop,Mobile Data
855,2024-03-15,48,46-60,1.6,5.1,3.5,10.2,Mobile,Mobile Data
856,2024-03-07,45,36-45,0.9,2.5,3.2,6.6,Mobile,WiFi
857,2024-08-30,16,13-18,2.2,4.6,1.8,8.6,Mobile,WiFi
858,2024-08-29,19,19-25,3.3,3.8,2.6,9.7,Mobile,WiFi
859,2024-09-21,40,36-45,3.6,1.0,1.0,5.6,Mobile,WiFi
860,2024-03-14,61,60+,3.5,2.2,2.4,8.1,Laptop,WiFi
861,2024-03-26,33,26-35,2.1,3.0,2.1,7.2,Mobile,Mobile Data
862,2024-04-17,22,19-25,1.9,1.1,0.8,3.8,Mobile,Mobile Data
863,2024-07-28,36,36-45,3.3,6.9,3.5,13.7,Laptop,WiFi
864,2024-01-04,45,36-45,2.5,2.9,1.3,6.7,Laptop,Mobile Data
865,2024-09-28,46,46-60,3.9,4.1,1.8,9.8,Laptop,Mobile Data
866,2024-09-14,13,13-18,2.3,5.9,2.0,10.2,Laptop,Mobile Data
867,2024-06-19,22,19-25,0.4,1.7,1.5,3.6,Mobile,WiFi
868,2024-01-27,16,13-18,2.1,3.0,2.7,7.8,Tablet,WiFi
869,2024-02-29,54,46-60,0.3,1.3,2.1,3.7,Tablet,Mobile Data
870,2024-07-28,33,26-35,3.8,3.3,2.4,9.5,Mobile,WiFi
871,2024-07-05,25,19-25,1.1,2.4,3.0,6.5,Mobile,Mobile Data
872,2024-11-05,33,26-35,0.6,1.6,2.9,5.1,Mobile,WiFi
873,2024-11-07,15,13-18,2.1,3.5,3.4,9.0,Tablet,Mobile Data
874,2024-10-21,17,13-18,2.5,6.7,1.9,11.1,Laptop,WiFi
875,2024-01-09,26,26-35,1.0,2.2,2.8,6.0,Tablet,WiFi
876,2024-07-03,52,46-60,3.2,1.6,0.5,5.3,Tablet,Mobile Data
877,2024-11-18,14,13-18,1.2,4.2,1.4,6.8,Laptop,WiFi
878,2024-05-10,44,36-45,1.4,1.3,3.3,6.0,Mobile,Mobile Data
879,2024-04-20,30,26-35,1.9,6.4,0.6,8.9,Mobile,Mobile Data
880,2024-11-16,32,26-35,3.0,5.5,1.4,9.9,Mobile,WiFi
881,2024-02-01,56,46-60,1.4,3.6,3.0,8.0,Mobile,Mobile Data
882,2024-08-01,42,36-45,3.8,4.0,3.4,11.2,Tablet,WiFi
883,2024-04-17,43,36-45,3.2,5.1,1.3,9.6,Tablet,Mobile Data
884,2024-11-05,30,26-35,1.2,6.9,1.0,9.1,Mobile,Mobile Data
885,2024-10-25,66,60+,3.6,6.0,2.3,11.9,Tablet,Mobile Data
886,2024-10-21,61,60+,1.9,5.2,3.3,10.4,Mobile,WiFi
887,2024-07-08,22,19-25,3.4,6.0,2.1,11.5,Laptop,WiFi
888,2024-04-08,36,36-45,0.4,4.9,1.3,6.6,Laptop,WiFi
889,2024-02-29,63,60+,0.7,1.3,1.1,3.1,Tablet,WiFi
890,2024-05-18,68,60+,0.9,3.0,0.7,4.6,Mobile,Mobile Data
891,2024-12-08,31,26-35,0.8,1.6,2.2,4.6,Tablet,Mobile Data
892,2024-08-23,73,60+,2.8,2.3,1.0,6.1,Laptop,Mobile Data
893,2024-03-31,31,26-35,3.6,1.1,2.9,7.6,Laptop,Mobile Data
894,2024-10-31,21,19-25,2.2,6.4,2.2,10.8,Mobile,WiFi
895,2024-01-22,62,60+,1.6,4.3,0.9,6.8,Laptop,WiFi
896,2024-03-13,17,13-18,2.4,2.3,3.1,7.8,Tablet,WiFi
897,2024-11-03,62,60+,1.3,4.8,0.7,6.8,Laptop,WiFi
898,2024-04-30,55,46-60,0.7,4.8,0.5,6.0,Tablet,Mobile Data
899,2024-07-05,56,46-60,3.0,3.0,1.1,7.1,Mobile,Mobile Data
900,2024-01-17,75,60+,1.7,6.8,1.2,9.7,Laptop,Mobile Data
901,2024-07-17,23,19-25,3.1,5.3,2.8,11.2,Tablet,Mobile Data
902,2024-04-06,66,60+,3.0,4.6,1.6,9.2,Laptop,Mobile Data
903,2024-10-17,44,36-45,1.7,7.0,3.2,11.9,Tablet,WiFi
904,2024-05-24,39,36-45,3.4,1.8,1.3,6.5,Laptop,Mobile Data
905,2024-10-05,62,60+,2.5,1.7,2.5,6.7,Mobile,WiFi
906,2024-02-04,36,36-45,1.7,1.8,2.1,5.6,Laptop,WiFi
907,2024-01-03,19,19-25,2.3,6.0,3.4,11.7,Mobile,WiFi
908,2024-06-01,53,46-60,0.7,3.7,3.1,7.5,Laptop,Mobile Data
909,2024-02-01,19,19-25,2.3,1.8,1.9,6.0,Mobile,Mobile Data
910,2024-12-20,49,46-60,2.6,1.5,0.7,4.8,Tablet,WiFi
911,2024-03-14,22,19-25,1.3,1.0,2.2,4.5,Tablet,Mobile Data
912,2024-05-10,54,46-60,2.3,2.9,2.6,7.8,Mobile,Mobile Data
913,2024-03-16,24,19-25,3.5,2.3,0.8,6.6,Mobile,Mobile Data
914,2024-12-20,44,36-45,1.3,5.0,0.9,7.2,Laptop,Mobile Data
915,2024-01-19,41,36-45,3.5,5.2,2.8,11.5,Tablet,WiFi
916,2024-07-24,21,19-25,1.5,5.5,1.1,8.1,Mobile,Mobile Data
917,2024-04-02,37,36-45,1.2,4.8,1.0,7.0,Laptop,Mobile Data
918,2024-07-02,42,36-45,1.6,2.1,3.3,7.0,Laptop,Mobile Data
919,2024-11-04,53,46-60,1.7,6.0,2.2,9.9,Tablet,WiFi
920,2024-05-22,35,26-35,1.4,4.3,2.5,8.2,Mobile,Mobile Data
921,2024-02-21,13,13-18,1.9,5.8,0.6,8.3,Mobile,Mobile Data
922,2024-02-17,61,60+,0.7,4.8,2.7,8.2,Tablet,Mobile Data
923,2024-01-08,29,26-35,2.5,3.3,0.6,6.4,Laptop,Mobile Data
924,2024-02-23,46,46-60,1.0,1.2,0.7,2.9,Mobile,Mobile Data
925,2024-04-13,19,19-25,3.8,1.6,1.8,7.2,Mobile,WiFi
926,2024-05-08,20,19-25,3.4,3.1,2.9,9.4,Mobile,Mobile Data
927,2024-12-18,22,19-25,1.7,1.2,1.1,4.0,Mobile,Mobile Data
928,2024-05-06,48,46-60,2.9,6.5,3.2,12.6,Laptop,Mobile Data
929,2024-03-23,27,26-35,3.8,2.9,3.2,9.9,Laptop,WiFi
930,2024-12-18,17,13-18,0.6,6.5,2.2,9.3,Mobile,WiFi
931,2024-02-12,25,19-25,0.4,4.4,2.7,7.5,Tablet,Mobile Data
932,2024-01-28,21,19-25,2.8,6.8,3.2,12.8,Mobile,WiFi
933,2024-01-29,71,60+,1.4,4.6,2.9,8.9,Mobile,Mobile Data
934,2024-07-01,16,13-18,2.1,6.0,2.9,11.0,Mobile,Mobile Data
935,2024-01-16,26,26-35,3.9,5.6,1.7,11.2,Mobile,WiFi
936,2024-02-10,20,19-25,3.6,2.1,0.6,6.3,Mobile,WiFi
937,2024-09-05,28,26-35,2.5,2.8,3.5,8.8,Laptop,WiFi
938,2024-09-14,21,19-25,0.5,4.3,1.5,6.3,Laptop,WiFi
939,2024-03-23,16,13-18,1.0,4.6,1.5,7.1,Mobile,WiFi
940,2024-11-20,61,60+,1.4,4.4,0.8,6.6,Tablet,WiFi
941,2024-09-01,26,26-35,1.7,6.9,0.6,9.2,Mobile,WiFi
942,2024-03-07,60,46-60,1.6,3.5,0.7,5.8,Laptop,WiFi
943,2024-07-02,17,13-18,2.2,1.3,1.7,5.2,Laptop,Mobile Data
944,2024-09-05,16,13-18,0.7,6.3,2.0,9.0,Laptop,WiFi
945,2024-05-19,18,13-18,0.7,6.2,2.5,9.4,Mobile,WiFi
946,2024-12-01,63,60+,2.4,4.1,1.0,7.5,Laptop,Mobile Data
947,2024-09-20,70,60+,2.1,3.9,1.5,7.5,Mobile,Mobile Data
948,2024-05-24,43,36-45,1.4,1.2,0.9,3.5,Mobile,WiFi
949,2024-06-21,50,46-60,4.0,4.9,1.4,10.3,Mobile,Mobile Data
950,2024-11-23,15,13-18,0.8,2.3,2.2,5.3,Mobile,Mobile Data
951,2024-06-02,22,19-25,1.7,1.6,1.4,4.7,Laptop,WiFi
952,2024-09-03,42,36-45,0.4,5.3,1.4,7.1,Tablet,Mobile Data
953,2024-08-21,31,26-35,1.8,4.9,2.7,9.4,Tablet,WiFi
954,2024-11-21,43,36-45,1.7,6.5,2.8,11.0,Laptop,Mobile Data
955,2024-07-18,50,46-60,2.2,4.5,3.0,9.7,Tablet,WiFi
956,2024-09-04,64,60+,2.9,1.6,0.6,5.1,Laptop,WiFi
957,2024-02-18,19,19-25,2.5,2.0,3.4,7.9,Laptop,Mobile Data
958,2024-11-06,25,19-25,2.9,4.9,3.4,11.2,Mobile,Mobile Data
959,2024-02-21,65,60+,0.4,6.0,1.3,7.7,Mobile,Mobile Data
960,2024-02-07,58,46-60,3.8,2.1,2.7,8.6,Tablet,WiFi
961,2024-01-10,24,19-25,2.4,2.5,0.9,5.8,Mobile,WiFi
962,2024-03-10,67,60+,2.4,2.0,1.3,5.7,Laptop,Mobile Data
963,2024-11-28,45,36-45,0.3,2.8,2.1,5.2,Tablet,Mobile Data
964,2024-12-24,16,13-18,3.7,5.4,1.5,10.6,Laptop,Mobile Data
965,2024-02-19,63,60+,2.6,1.4,0.9,4.9,Tablet,Mobile Data
966,2024-09-26,28,26-35,1.1,3.7,1.5,6.3,Laptop,Mobile Data
967,2024-07-18,14,13-18,2.3,4.5,0.7,7.5,Laptop,Mobile Data
968,2024-06-24,40,36-45,1.2,1.3,1.4,3.9,Tablet,WiFi
969,2024-06-17,24,19-25,2.0,4.4,1.8,8.2,Tablet,Mobile Data
970,2024-08-03,16,13-18,1.1,2.0,1.0,4.1,Laptop,WiFi
971,2024-03-02,19,19-25,0.9,1.5,3.1,5.5,Tablet,WiFi
972,2024-01-24,17,13-18,1.8,5.6,2.2,9.6,Laptop,Mobile Data
973,2024-05-15,59,46-60,0.4,5.8,1.4,7.6,Mobile,Mobile Data
974,2024-11-16,16,13-18,2.6,4.0,3.0,9.6,Laptop,Mobile Data
975,2024-05-28,35,26-35,0.3,3.0,2.5,5.8,Laptop,WiFi
976,2024-11-12,31,26-35,2.7,3.3,3.2,9.2,Mobile,Mobile Data
977,2024-03-11,45,36-45,3.6,7.0,1.7,12.3,Mobile,WiFi
978,2024-11-15,17,13-18,0.4,2.9,2.3,5.6,Mobile,WiFi
979,2024-06-24,14,13-18,0.7,5.9,1.8,8.4,Mobile,Mobile Data
980,2024-10-02,20,19-25,3.2,5.9,1.0,10.1,Tablet,WiFi
981,2024-08-22,44,36-45,0.4,1.8,1.0,3.2,Laptop,Mobile Data
982,2024-07-19,69,60+,3.6,4.7,1.4,9.7,Tablet,WiFi
983,2024-08-24,50,46-60,1.2,5.9,0.8,7.9,Mobile,WiFi
984,2024-02-29,74,60+,0.2,5.1,3.5,8.8,Mobile,WiFi
985,2024-07-20,17,13-18,2.6,5.3,1.1,9.0,Tablet,WiFi
986,2024-12-01,59,46-60,1.4,4.3,0.9,6.6,Tablet,WiFi
987,2024-05-26,28,26-35,3.5,5.9,2.1,11.5,Tablet,Mobile Data
988,2024-11-08,67,60+,1.8,3.5,1.1,6.4,Laptop,Mobile Data
989,2024-05-14,61,60+,2.7,5.9,2.0,10.6,Mobile,WiFi
990,2024-01-18,69,60+,2.2,2.6,1.7,6.5,Laptop,WiFi
991,2024-09-05,50,46-60,3.7,4.0,3.3,11.0,Laptop,Mobile Data
992,2024-04-05,26,26-35,3.2,3.4,2.9,9.5,Tablet,WiFi
993,2024-04-23,26,26-35,2.8,5.0,2.4,10.2,Tablet,Mobile Data
994,2024-11-04,25,19-25,3.5,4.6,2.6,10.7,Mobile,Mobile Data
995,2024-02-21,33,26-35,1.2,3.5,1.0,5.7,Laptop,Mobile Data
996,2024-04-09,38,36-45,3.8,1.1,1.8,6.7,Mobile,Mobile Data
997,2024-04-24,35,26-35,3.9,5.4,0.9,10.2,Laptop,Mobile Data
998,2024-10-05,23,19-25,2.0,7.0,1.6,10.6,Tablet,Mobile Data
